"nmqm","Zentral","WL","Gebtyp.25","Haustyp.23","HZ.unvoll","Fussboden.HZ","bad.score.25","Kueche.offen","kue.score.23","Boden.Fak.23","Modern.Boden","Balkon.Terrasse","Besond.Ausst","Modern.Fenster","wfl.gekappt","bj","(weights)"
11.83,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,136,1983,0.170326072391705
12.23,0,"gute","Wohnblock","ENb",FALSE,0,1,0,0,"guter",0,1,0,0,84,1972,0.150293526616771
16.06,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,35,1957.5,0.122983611548465
17.53,1,"beste","anderer","einfacher",FALSE,0,4,0,0,"guter",0,0,0,0,116,1924,0.0575225320728453
14.83,1,"gute","anderer","einfacher",FALSE,0,0,0,2,"guter",1,0,0,0,159,1918,0.0855475846908346
12.09,1,"beste","anderer","guter",FALSE,0,1,0,0,"guter",0,1,0,0,84,1924,0.0675342590427929
11.12,1,"gute","Wohnblock","einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,89,1939,0.0718010765224759
12.41,1,"beste","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,72,1957.5,0.0647050752191899
18.39,1,"beste","anderer","einfacher",FALSE,0,3,0,0,"guter",0,1,0,0,159,1924,0.0801563347047874
17.16,1,"beste","anderer","guter",FALSE,0,0,0,0,"guter",0,1,0,0,135,1939,0.0952843473807634
12.55,1,"beste","anderer","anderer",FALSE,0,2,0,0,"einfacher",0,1,0,0,116,1972,0.086746264434693
11.61,1,"gute","anderer","anderer",FALSE,0,4,0,0,"guter",0,0,0,0,124,2003.5,0.0749963841934259
13.24,1,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,75,1939,0.0333864424759947
26.67,1,"beste","anderer","anderer",FALSE,1,3,0,3,"guter",1,1,1,0,140,1972,0.0426029298316623
18.74,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,95,1972,0.0795580853556339
21.98,0,"gute","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,63,2020,0.0670297475784758
15.7,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,49,1972,0.125344799476032
17.98,0,"gute","Hochhaus","anderer",FALSE,0,2,0,0,"guter",0,1,1,0,57,1972,0.117185806641995
14.91,0,"gute","Hochhaus","anderer",FALSE,0,1,0,0,"guter",0,1,1,0,79,1972,0.146446599518423
17.81,0,"gute","Hochhaus","anderer",FALSE,0,1,0,0,"guter",0,1,1,0,81,1972,0.147973416616714
14.07,0,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,69,1993.5,0.144077687362081
9.47,0,"gute","Wohnblock","sehr.einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,78,1924,0.12455638000025
18.25,0,"gute","Wohnblock","anderer",FALSE,0,2,1,0,"einfacher",1,1,0,0,35,1957.5,0.071838367587093
11.81,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,50,1957.5,0.11444191794944
17.22,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,3,"guter",0,1,0,0,60,1972,0.0694473956445934
10.32,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,3,0,1,"guter",0,1,0,0,125,1983,0.144295909373337
13.15,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,54,1983,0.138388279555237
10.81,0,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,51,1918,0.0538338495369348
18,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,2,"guter",0,1,0,0,45,1983,0.132076367318777
18.86,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,1,0,37,1972,0.123274665500732
10.53,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,0,0,0,38,1957.5,0.124912502963671
18.33,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,66,2003.5,0.103657969744413
11.33,0,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,0,0,0,"guter",0,0,0,0,55,1918,0.122559857528734
9.24,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"einfacher",0,1,0,0,63,1972,0.146315531571294
13.96,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,0,0,103,2003.5,0.125584248446371
24.85,0,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,85,2022.5,0.0339475873107142
9.38,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,80,1983,0.158365736464666
17.28,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,32,1983,0.123463316251075
24.42,0,"durchschnittliche","anderer","anderer",FALSE,1,1,0,3,"guter",1,1,0,0,43,1983,0.058789700591365
16.06,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,2,"guter",0,0,0,0,62,2013.5,0.108538163356384
12.24,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,67,1983,0.119090473102294
15.2,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,0,0,0,40,1957.5,0.0631075949914752
10.23,0,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,2,0,0,"guter",0,1,0,0,55,1924,0.0930802465329444
35,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,1,0,35,2022.5,0.0681583573189247
9.27,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"anderer",0,0,0,0,44,1957.5,0.110935037672817
14.06,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,55,1983,0.124766961058793
21.82,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,3,"guter",0,1,0,0,55,1972,0.06069332618174
18.72,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,2,"guter",0,1,0,0,39,1972,0.124560279534961
13.13,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,54,1957.5,0.0654293772720827
14.53,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,43,1957.5,0.110858937435664
16.55,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,60,1957.5,0.121078151770555
11.3,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,1,0,"guter",0,1,0,0,63,1957.5,0.0614883998828493
8.17,0,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,52,1918,0.120667522727608
14.33,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,78,2013.5,0.105771187540297
15,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,1,1,0,"guter",1,1,0,0,40,1957.5,0.0744003252941156
8.57,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,82,1993.5,0.144685414557996
15.43,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,94,2013.5,0.0640655771627055
8.55,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"einfacher",1,1,0,0,94,1972,0.0942254485272157
14.91,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,55,1993.5,0.070118619278501
12.63,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,61,2013.5,0.107976687549151
17.03,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,2,"guter",1,1,0,0,72,1957.5,0.0787779583227292
11.08,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,0,0,0,"guter",0,0,0,0,40,1957.5,0.121692709169646
8.1,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,66,1957.5,0.072218723593603
16.35,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,1,0,1,"anderer",0,1,0,0,52,1957.5,0.103714180608227
16.63,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"guter",0,1,1,0,46,1993.5,0.0669205220371967
12.95,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,95,1993.5,0.154775841642852
24.44,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,0,0,89,2003.5,0.130213692594225
8.93,0,"durchschnittliche","Wohnblock","sehr.einfacher",FALSE,0,2,0,0,"guter",0,0,0,0,84,1924,0.0540935670144839
10.87,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,92,1993.5,0.0683383185446793
18.99,0,"durchschnittliche","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,79,2013.5,0.0855293109607253
15.02,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,43,1972,0.057030684082861
7.94,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,98,1972,0.175436136941324
16.38,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,32,1972,0.120118327177574
10.52,0,"durchschnittliche","Wohnblock","sehr.einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,60,1924,0.106505626142705
11.57,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,1,0,0,70,1983,0.150362201600267
12.93,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,1,0,92,1983,0.151159397913217
10.7,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,1,0,"guter",0,1,0,0,73,1957.5,0.0647614753219971
14.34,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,64,1983,0.145755334216129
15.3,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,1,0,60,1957.5,0.134995127844652
10,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,60,1972,0.0694473956445934
13.95,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,75,1993.5,0.0625715508779485
17.66,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,41,1983,0.129364145284927
13.1,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,1,0,33,1983,0.124105454586298
15.65,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,2,"guter",0,1,0,0,62,1983,0.116041932767792
26.6,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,25,1957.5,0.11258245234185
13.09,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,3,"anderer",0,0,0,0,55,2003.5,0.121164445059032
16.33,0,"durchschnittliche","anderer","ENb",FALSE,0,1,1,3,"guter",0,1,0,0,60,1972,0.124575789425558
13.33,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,48,1983,0.134147733066509
10.2,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,72,2003.5,0.148208684589653
12.5,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,1,0,66,1972,0.143284958860275
25,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,25,1957.5,0.11258245234185
12,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,50,1993.5,0.136647023538547
16.18,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,61,1993.5,0.129755638742941
15.84,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,1,0,0,89,1993.5,0.150034122241693
18.18,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,2,0,0,"guter",1,1,0,0,55,1983,0.0762798572903152
20,0,"gute","anderer","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,55,1972,0.14416986626248
12.31,0,"gute","anderer","ENb",FALSE,0,0,0,1,"guter",0,0,0,0,65,1972,0.151844636973864
14.13,0,"gute","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,92,1972,0.155956318072376
9.33,0,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,0,0,0,89,2013.5,0.148285048414754
14.45,0,"gute","anderer","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,64,1993.5,0.156526238873648
16,0,"gute","anderer","guter",FALSE,0,2,0,3,"guter",0,1,0,0,70,1939,0.104106336858441
14.1,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,80,1993.5,0.0715962639074446
24.13,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,1,"guter",1,0,0,0,40,1983,0.0877250599345541
18.1,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,1,0,58,2020,0.0849788472493681
13.18,0,"durchschnittliche","anderer","einfacher",FALSE,0,3,0,3,"einfacher",0,0,0,0,85,1918,0.10715406570031
25.75,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,73,2022.5,0.0744501655336998
21.7,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,53,2020,0.0666105949792394
16.99,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",0,1,0,0,73,1993.5,0.138087605805801
14.66,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,1,"einfacher",0,0,0,0,58,2003.5,0.128213782917639
13.64,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,0,0,0,55,2003.5,0.135700758734018
16.57,0,"durchschnittliche","anderer","anderer",FALSE,1,1,0,2,"anderer",0,0,0,0,35,1957.5,0.0349286832595599
13.75,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,112,2003.5,0.146709278340065
25.57,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,42,2013.5,0.0877561020911144
19.17,0,"durchschnittliche","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,120,2013.5,0.105792700536506
17.88,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,52,2003.5,0.119831808509479
12.95,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,3,"anderer",0,1,0,0,66,1993.5,0.132566451171885
12.49,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,68,1972,0.129853311699566
22.67,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,75,2013.5,0.0934024705793382
14.73,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,2,"guter",0,1,0,0,64,1983,0.0728776671080643
13.43,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,0,"einfacher",0,1,0,0,50,1957.5,0.119230388780006
16.04,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,2,"guter",0,1,0,0,53,1957.5,0.104723836147499
16.5,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,61,1993.5,0.129755638742941
17.65,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,3,"guter",1,1,0,0,85,1972,0.107784449488501
19.03,0,"durchschnittliche","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,88,2020,0.0716346324809013
12.17,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,3,"guter",0,0,0,0,60,1972,0.124575789425558
14.11,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,84,1957.5,0.152888025624085
17.12,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,2,"guter",0,0,1,0,73,2013.5,0.0574550840755444
17.5,0,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,1,0,100,2003.5,0.13171333887614
14.29,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,2,"guter",0,0,0,0,42,2003.5,0.113774464586869
11.57,0,"gute","anderer","anderer",FALSE,0,0,1,0,"guter",0,0,0,0,82,2003.5,0.166282765435852
21.3,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,3,"guter",0,0,0,0,69,2003.5,0.145920636525455
14.88,0,"gute","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,85,2003.5,0.151478672118025
10.17,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,74,2003.5,0.134315426055187
17.22,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,3,"guter",1,0,0,0,45,2003.5,0.0878249818927663
17.5,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,44,2013.5,0.0944570049087494
12.94,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,52,2003.5,0.119831808509479
10.13,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,86,2003.5,0.0641017837922073
10.54,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,63,2022.5,0.0706874191318112
16.65,0,"gute","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,0,0,99,2013.5,0.12563617115905
19.67,0,"gute","anderer","anderer",FALSE,1,2,1,0,"einfacher",1,1,1,0,60,1972,0.0619032799409177
17.36,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,1,1,0,72,1983,0.130193682750312
18.99,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,69,2013.5,0.107534588532298
10.21,0,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",0,0,0,0,75,2003.5,0.143823350119715
12.66,0,"gute","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,44,1993.5,0.141102605563329
16.54,0,"gute","Wohnblock","anderer",FALSE,1,2,0,3,"guter",0,1,1,0,68,1983,0.0938106302007177
11,0,"gute","anderer","ENb",FALSE,0,1,0,0,"einfacher",0,1,0,0,80,1972,0.152678739491143
16.95,0,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,128,2013.5,0.117469440345951
15.08,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,0,0,77,2013.5,0.100534261833511
16.67,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,45,1993.5,0.141836435226773
11.34,0,"gute","anderer","ENb",FALSE,0,1,0,0,"einfacher",0,1,1,0,85,1957.5,0.152290095925999
19.01,0,"gute","Wohnblock","ENb",FALSE,0,1,0,2,"guter",0,1,0,0,71,1972,0.0702475638759581
8.49,0,"gute","Wohnblock","anderer",FALSE,0,1,0,3,"einfacher",0,1,0,0,64,1983,0.144434340013054
15.6,0,"gute","anderer","anderer",FALSE,0,0,1,2,"einfacher",0,0,0,0,75,2003.5,0.166313988170077
22.53,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,77,2022.5,0.0809703327796645
13.36,0,"gute","anderer","ENb",FALSE,0,0,0,3,"guter",0,0,0,0,61,1972,0.148726958184698
18.49,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,86,1983,0.156089361675228
14.19,0,"gute","anderer","ENb",FALSE,0,2,0,3,"guter",0,0,0,0,62,1972,0.120264525073741
19.64,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,55,2003.5,0.116286393698656
14.12,0,"gute","Hochhaus","anderer",FALSE,0,0,0,1,"anderer",0,1,0,0,42,1957.5,0.116953813758491
17.69,0,"gute","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,65,2020,0.0677286514221065
18.4,0,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,72,2013.5,0.087861880023667
13.81,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,1,"anderer",0,1,0,0,53,1972,0.119594429739065
13,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,1,0,0,123,1993.5,0.17098756888912
10.33,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,92,1972,0.163967887844119
16.33,0,"gute","anderer","anderer",FALSE,0,2,0,0,"einfacher",0,0,0,0,98,2003.5,0.150738681407796
13.85,0,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,78,2022.5,0.0327373506554903
19.23,0,"gute","Hochhaus","anderer",FALSE,0,1,0,0,"guter",1,1,0,0,52,1957.5,0.0843449441041507
20.48,0,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,105,2013.5,0.116245382555287
14.27,0,"gute","anderer","ENb",FALSE,0,1,0,3,"einfacher",0,0,1,0,60,1972,0.137635974827223
17.05,0,"gute","anderer","anderer",FALSE,0,2,0,2,"guter",0,1,0,0,95,1993.5,0.147877504231602
17.88,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",1,0,0,0,66,2003.5,0.0419603256643898
20.49,0,"gute","anderer","anderer",FALSE,0,1,1,2,"guter",0,0,1,0,67,2020,0.0948493012807353
9.64,0,"gute","anderer","ENb",FALSE,0,1,0,0,"einfacher",0,1,0,0,83,1957.5,0.15071875180257
18.27,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,52,2003.5,0.114490921721693
15.16,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,95,2003.5,0.159541381495431
15.75,0,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",0,0,0,0,55,2003.5,0.129652595075053
18.73,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,1,0,63,2013.5,0.10423986873978
18.53,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,1,0,57,2003.5,0.131004542629275
20.54,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,56,2003.5,0.116891109878764
16.39,0,"gute","anderer","anderer",FALSE,0,1,0,1,"guter",0,1,0,0,72,1983,0.145158417025975
19.75,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,81,2003.5,0.148368850294093
11.77,0,"gute","anderer","anderer",FALSE,0,0,0,0,"anderer",0,0,0,0,48,1972,0.124136314253908
13.57,0,"gute","anderer","anderer",FALSE,0,1,0,3,"anderer",0,1,0,0,61,1993.5,0.123415700071203
13.23,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,52,2003.5,0.127650747792722
16.36,0,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",1,1,0,0,55,1983,0.0905969199244047
15.43,0,"gute","anderer","ENb",FALSE,0,1,0,1,"guter",0,0,0,0,53,1972,0.127972592658154
15.49,0,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",0,1,1,0,49,1993.5,0.129881239687883
18.18,0,"durchschnittliche","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,146,2020,0.0967726970930589
18.21,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,1,0,68,1972,0.154225643569184
17.87,0,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,0,0,89,2003.5,0.124410086698464
22.18,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,65,2020,0.0755135243127874
21.34,0,"gute","Wohnblock","anderer",FALSE,0,2,0,2,"anderer",0,0,1,0,50,2003.5,0.0505858035569669
14.38,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,64,1993.5,0.078263119436824
13.96,0,"gute","anderer","anderer",FALSE,1,2,0,3,"guter",0,1,0,0,107,1983,0.114838815832135
20.5,0,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,110,2013.5,0.107000194802462
19.09,0,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,87,2022.5,0.0764884015151457
19.62,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,63,2020,0.0747342869991816
11.79,0,"gute","anderer","anderer",FALSE,1,2,0,2,"guter",0,1,1,0,106,1957.5,0.108028897884877
13.7,0,"gute","anderer","ENb",FALSE,0,2,1,2,"guter",1,0,1,0,73,1957.5,0.0843544996462744
19.78,0,"gute","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,91,2013.5,0.096959972666754
22.22,0,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,126,2020,0.0929306032948449
11.61,0,"gute","anderer","ENb",FALSE,0,1,0,0,"einfacher",0,0,0,0,56,1957.5,0.13102493855083
17.27,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,55,1993.5,0.149387617468626
21.61,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,2,1,3,"guter",1,1,0,0,62,1983,0.0791001924278862
18.26,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,2,1,0,"guter",0,1,0,0,75,1972,0.0603860766693353
17.02,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,1,3,"guter",0,1,0,0,42,1983,0.130036941071338
15.56,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,1,0,3,"guter",1,0,1,0,45,1983,0.0807486722847414
14.63,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,1,1,0,"guter",1,1,0,0,43,1972,0.0777501370004823
7.96,0,"durchschnittliche","Wohnblock","sehr.einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,73,1939,0.123392121649598
7.98,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,58,1957.5,0.133602032501283
10.49,0,"durchschnittliche","anderer","einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,54,1939,0.100285665688657
13.14,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,83,2013.5,0.121026564175559
4.87,0,"durchschnittliche","Wohnblock","sehr.einfacher",FALSE,0,0,0,0,"guter",0,0,0,0,54,1939,0.1118127099122
8.4,0,"durchschnittliche","Wohnblock","einfacher",FALSE,0,0,0,0,"anderer",0,0,0,0,76,1939,0.111901813707964
14.73,0,"durchschnittliche","anderer","ENb",FALSE,0,2,0,0,"guter",0,0,0,0,81,1957.5,0.0605455571152989
9.11,0,"durchschnittliche","anderer","ENb",FALSE,0,2,0,0,"guter",0,0,0,0,53,1957.5,0.104723836147499
8.95,0,"durchschnittliche","Wohnblock","sehr.einfacher",FALSE,0,0,0,0,"guter",0,0,0,0,57,1939,0.113566152632953
9.52,0,"durchschnittliche","Wohnblock","einfacher",FALSE,0,0,1,0,"guter",0,0,0,0,52,1924,0.113921133497561
8.78,0,"durchschnittliche","Wohnblock","einfacher",FALSE,0,0,0,0,"guter",0,0,0,0,77,1939,0.125978501645775
14.88,0,"gute","anderer","einfacher",FALSE,0,3,0,0,"guter",0,1,0,0,82,1939,0.0993692014397923
16.55,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,3,"guter",0,1,0,0,84,1993.5,0.131122378774602
10.72,0,"gute","Wohnblock","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,76,1972,0.166733164746181
11.52,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,85,1972,0.151074950122193
14.86,0,"gute","anderer","anderer",FALSE,0,0,1,3,"guter",1,1,0,0,37,1993.5,0.0927529591239163
14.4,0,"gute","anderer","anderer",FALSE,1,2,1,3,"anderer",0,0,0,0,75,1983,0.0434291241295083
10,0,"durchschnittliche","anderer","anderer",FALSE,1,0,0,0,"anderer",0,1,0,0,60,1972,0.0456163264825939
